comment,processed_comment,season
看过一点,看过一点,4
最喜欢钱德了,喜欢钱德,4
五一追剧。这结局真揪心！为啥没有第11集！,五一追剧.结局真揪心.为啥11集,4
遥想第一季时Monica的妆发造型都很复古文艺，现在不知道为什么一直往丑角的方向拗，当然这点遗憾完全比不上Ross & Rachel的持续狗血。,遥想第一季Monica妆发造型复古文艺丑角方向拗遗憾比不上RossRachel持续狗血,4
Rachel太自私了，也太自我了，最后居然丢下怀孕的菲比。。。,Rachel自私自我丢下怀孕菲比,4
我再也找不到这样的电视剧了,再也找不到电视剧,4
这季很多爆笑点。,季爆笑,4
渐渐开始不喜欢ross，渐渐开始喜欢菲比,渐渐喜欢ross渐渐喜欢菲比,4
菲比无比纯真可爱。瑞秋开始招人厌。,菲比无比纯真可爱.瑞秋招人厌,4
这婚肯定结不成,这婚肯定结,4
classic sitcom,classicsitcom,4
钱德和莫妮卡终于啊~,钱德莫妮卡终于,4
最后一集出现了年轻的老休大叔~!,一集年轻老休大叔,4
前半段钱德勒的爱情很好，后头段的瑞秋太莫名其妙了,前半段钱德勒爱情后头段瑞秋太莫名其妙,4
Ross在最后还是喊出了Rachel的名字,Ross喊出Rachel名字,4
chan chan和mon终于要在一起了。艾美莉太可怜了....,chanchanmon终于.艾美莉可怜,4
十年前老友记惊现豪斯医生,十年老友记惊现豪斯医生,4
第十一集眼泪笑崩了。,第十一集眼泪笑崩,4
这季收尾太戏剧性了,季收尾戏剧性,4
经典无需多讲。。。,经典无需,4
这季最喜欢joey,这季喜欢joey,4
这季跳过了很多吗 E05JOEY'S NEW GIRLFRIEND是CRIMINAL MINDS的EMILY姐,这季跳E05JOEYSNEWGIRLFRIENDCRIMINALMINDSEMILY姐,4
Rachel好多搭配现在看起来都好好看,Rachel好多搭配好好看,4
海盗的字幕太赞，一点都不像在看九七年的老剧,海盗字幕太赞一点七年老剧,4
ross和rachel能不能能不能让我少捉鸡一点！！！,rossrachel捉鸡一点,4
真是越来越不喜欢Rachel了,越来越喜欢Rachel,4
橄榄球、抢公寓还有Chandler的吐槽真是百看不厌，这季的客串演员应该是迄今为止最牛逼的了吧。虽然剧情相比之前没那么好笑，特别是Phoebe没那么灵了。,橄榄球抢公寓Chandler吐槽百看不厌这季客串演员迄今为止最牛逼.剧情相比好笑特别Phoebe灵,4
小钱钱~,小钱钱,4
十二集开始大亮!!,十二集大亮,4
钱钱和monica~~哎呀~两人真搭~~话说我想看Phoebe和Joey一起，因为逻辑太像了~,钱钱monica两人真搭话想PhoebeJoey逻辑太像,4
老友记 我生活的甜品...,老友记生活甜品,4
一部优秀的情景喜剧的魔力在于，即便某些角色被写得让人无法忍受，观众仍然会喜爱他们；Friends的第四季正是这种魅力的绝佳例证。,一部优秀情景喜剧魔力角色写无法忍受观众喜爱.Friends第四季魅力绝佳例证,4
Joey趴在酒店的床上一边思乡一边看《干杯酒吧》！现在看，果然是Lisa怀孕之后，编剧才大笔一挥改了剧本，“既然都怀孕了，干脆来个三胞胎吧！”。等到Lisa身体状况不能演戏的时候，众人“扔下Phoebe跑去了英国”。剩下Rachel和Phoebe留守的片段则是提前拍好或者补拍。编剧好流……,Joey趴在酒店床上思乡干杯酒吧.Lisa怀孕编剧大笔一挥改了剧本怀孕干脆来个三胞胎.Lisa身体状况演戏众人扔下Phoebe跑英国.剩下RachelPhoebe留守片段提前拍补拍.编剧好流,4
如果不知道瑞秋和罗斯最终会在一起就更好了,瑞秋罗斯最终更好,4
虽然很多人都说rachel在这季里的破坏行为很讨厌，但如果事情发生在我们身上，我们也会这样做的,rachel季里破坏讨厌事情发生身上,4
Monica终于要和Chandler在一起了,Monica终于Chandler,4
我似乎开始明白为什么在朱莉和皮特在一起之后大部分人几乎一边倒的支持詹妮弗·安妮斯顿了，她的确很招人喜欢～不过作为朱莉粉丝我依旧选择力挺偶像。这部剧说的不仅是六个“老友”，而是这几个人就像存在在我们身边一样，在我们身边嬉笑怒骂，发生着各种各样的故事，就像是我们的老友一样。,明白朱莉皮特大部分一边倒支持詹妮弗安妮斯顿招人喜欢朱莉粉丝依旧选择力挺偶像.这部剧说六个老友几个身边身边嬉笑怒骂发生各种各样故事像是老友,4
搜狐的版本真差劲。。。,搜狐版本真差劲,4
11224：记得曾经看到一则印象挺深的新闻：澳大利亚一位姐姐为自己的同性恋弟弟代孕，受精卵来自她的卵子与其弟男友的精子，最后顺利生产下宝宝。没想到在《老友记》第四季里，菲比也同意为自己的同父异母的弟弟与其高龄妻子代孕，而且人工受孕后怀的还是三胞胎！对罗斯与瑞秋的“分后合，合又分，分又彼此牵连”的感情戏有点腻了，而且感觉挺不现实的，可能是固定六人组的情景喜剧，需要制造矛盾冲突，所以编剧这么设计吧？（没看过但知道《豪斯医生》，经网友提醒才得知与瑞秋坐飞机的男子就是“豪斯医生”。）钱德勒和乔伊没能发展出基情，没想到这季竟然开始和莫妮卡有异性恋情了……,11224记得印象挺深新闻澳大利亚一位姐姐同性恋弟弟代孕受精卵卵子弟男友精子顺利生产宝宝.没想到老友记第四季里菲比同意同父异母弟弟高龄妻子代孕人工受孕后怀三胞胎.罗斯瑞秋分后合合又分牵连感情戏腻感觉挺现实固定六人组情景喜剧制造矛盾冲突编剧设计.看过豪斯医生网友提醒得知瑞秋坐飞机男子豪斯医生.钱德勒乔伊没能发展出基情没想到季莫妮卡异性恋情,4
客串的有意思,客串有意思,4
duck和chicken真有爱~！最后一集，我就知道ross最终还是会回到rachel。。。,duckchicken真有爱.一集ross最终回到rachel,4
Ross选了Rachel却还是不肯承认自己是犯错了，结果一季又吵吵闹闹过去了，直到Ross交了个英国女友Emily要闪婚，Rachel想要去阻止却没说出口，真不想看他们俩纠缠了。Chandler终于认识了个不错的姑娘，Joey还睡过这个姑娘，但是却因为疑神疑鬼分手了。Monica整季没有男朋友直到最后一不小心和Chandler睡了。Phoebe帮她弟弟代孕，开始吃肉，而Joey代替Phoebe吃素。,Ross选Rachel不肯承认犯错一季吵吵闹闹Ross交了英国女友Emily闪婚Rachel想要阻止出口真不想俩纠缠.Chandler终于不错姑娘Joey睡姑娘疑神疑鬼分手.Monica整季男朋友一不小心Chandler睡.Phoebe帮弟弟代孕吃肉JoeyPhoebe吃素,4
虽然有十季，但还是嫌短。,有十季嫌短,4
瑞秋和罗斯真的都太自私了 这一季真的失望  其余四个人都刻画的挺好的 尤其是菲比 钱德勒 乔伊  这季的编剧换了吗？把人物写的一点也不可爱 为了戏剧化去做一些违反道德的事情 真的平庸,瑞秋罗斯真的自私一季真的失望四个刻画挺菲比钱德勒乔伊这季编剧换.人物写一点可爱戏剧化违反道德事情真的平庸,4
前三季觉得Phoebe最顺眼，从第四季开始对Phoebe一成不变的幽默方式搞的腻歪了，第四季开始后逐渐喜欢Joey...,前三季Phoebe顺眼第四季Phoebe一成不变幽默方式搞腻歪第四季喜欢Joey,4
虽然我知道这剧是很多人的白月光，但这里面还是有不少性别刻板偏见。同样差二十岁的恋爱，男大女小就双方都很有魅力，女大男小就双方都是神经病。菲比弟弟跟他老婆是我最讨厌的那种喜剧角色，只会卖蠢，而且一点都不好笑。还有joey爸爸出轨那集，简直要吐了。别说这是二十年前的剧不能苛求价值观，跟它同一年代甚至还稍早一些的《欢乐一家亲》比这部高级多了，笑点精妙，两性关系探讨也比这部深刻得多。主角团的Roz是个性欲强烈的事业型女强人，最后自己生了个女儿自己养；男二是个为了钱和地位入赘的精致软弱瓷娃娃型漂亮男孩，但他贡献了最真实也最可爱的暗恋。说真的这部剧除了友情部分，其他真的有点乏善可陈。,这剧白月光性别刻板偏见.二十岁恋爱男大女小魅力女大男神经病.菲比弟弟老婆讨厌那种喜剧角色只会卖蠢一点不好笑.joey爸爸出轨那集吐.二十年剧苛求价值观稍早欢乐一家亲这部高级笑点精妙两性关系探讨这部深刻.主角团Roz性欲事业型女强人生女儿养.男二是钱地位入赘精致软弱瓷娃娃型漂亮男孩贡献真实可爱暗恋.说真的这部剧友情真的乏善可陈,4
1.比较喜欢Chandler，Joey和Phoebe，前两位一个脱口秀达人另一个表情帝，相得益彰；Phoebe太仙了，讲话时手摆来摆去很old-fashion。2.RR组合太墨迹，不过这是能拍下去的驱动力之一；3.米国和英国的家长争执戏很亮；4.季终集为之后的CM组合埋下了伏笔。,喜欢ChandlerJoeyPhoebe两位脱口秀达人表情帝相得益彰.Phoebe太仙讲话时手摆来摆去fashion.RR组合墨迹拍下去驱动力.米国英国家长争执戏很亮.季终集为CM组合埋下伏笔,4
渐渐结婚生子了。★★★★★,渐渐结婚生子,4
我在一个月里过完了六个人的十年，感悟着他们的变化，成长，经历着他们的人情世故，真的有一种说不出道不明的情愫。人生有几个十年呢？他们用十年的时间给全世界的fans带来欢笑，期盼和温情，这是一种伟大奉献。都说戏如人生，人生如戏，如若我的人生能像friends一样，当然是一场美好。,一个月里完六个十年感悟变化成长经历人情世故真的说不出道不明情愫.人生几个十年.十年时间全世界fans带来欢笑期盼温情奉献.戏人生人生如戏人生friends一场美好,4
越来越讨厌瑞秋了~~~,越来越讨厌瑞秋,4
是你太残忍 还是我太天真 你要我来 就真的出席....我还是不喜欢安妮斯顿=_=看到她就觉得烦人,残忍太天真真的出席喜欢安妮斯顿烦人,4
Rach不是一般的令人厌了,Rach令人厌,4
从小就在商场看见有卖叫做六人行的影碟，到了现在才开始看。,商场卖六人行影碟,4
"一生最爱的美剧,没有之一!",一生最爱美剧,4
不喜欢瑞秋,喜欢瑞秋,4
乔伊有没有遵守诺言“省下应该自己吃的肉给菲比”啊，后面没有提到了，如果有后续其实也挺好玩儿了。片头曲又有改动，结尾增加了一小段，但是感觉没有以前好了，拍手变成了罗斯拍头。。。,乔伊有没有遵守诺言省下吃肉菲比提到后续挺好玩儿.片头曲改动结尾增加一小段感觉拍手罗斯拍头,4
结尾我真的要为Emily哭泣了....,结尾真的Emily哭泣,4
Rachel一定要破坏每段Ross的感情么！,Rachel破坏每段Ross感情,4
看到21集吧，我忽然想到一句话，我们本可在一起，只是，少了在一起的契机。我们是异地恋，想来就更不可能了。最后一集充分调侃了英美差异啊。剧中是这样，可是现实呢……,21集想到一句话契机.异地恋想来.一集调侃英美差异.剧中现实,4
是我嫁给ross，我都会变lesbian啦。。。笑料不够给力了。。为了我们家可爱的joey和chandler，继续追。。。还有phoebe!!,嫁给ross会变lesbian.笑料给力.家可爱joeychandler追,4
真是越来越好看！！！难以名状的喜爱！！！,越来越好看.难以名状喜爱,4
mon和chan终于在一起了也,monchan终于,4
这季讲RR第二次分手后Ross遇到Emily要结婚。Ross的外形和性格大变，tough了好多，尤其成了嘲讽Rach的代言人。剧情狗血吗？其实也没有。周围多的是情侣分手后有一方眨眼就结婚的。最经典的还是RR吵架！FINE BY ME！,这季RR第二次分手RossEmily结婚.Ross外形性格变tough好多成嘲讽Rach代言人.剧情狗血.情侣分手一方结婚.经典RR吵架.FINEBYME,4
看到EMILY时，我哭了。为RACHEL哭泣。,EMILY哭.RACHEL哭泣,4
E13 男生女生互换公寓超好笑。,E13男生女生互换公寓超好笑,4
真不希望rachel破坏ross的婚礼啊!!!!!!!!! 6人里面最没有好感的就是她了 虽然她有时还蛮搞笑的~ mon和chandler终于要开始了!,真希望rachel破坏ross婚礼.好感搞笑monchandler终于,4
Rachel·真 drama queen· green,Rachel真dramaqueengreen,4
rachel对Ross说恭喜的那个瞬间我心都碎了！,rachelRoss恭喜瞬间我心碎,4
最后一集惊现豪斯大叔~,一集惊现豪斯大叔,4
喜欢菲比    不喜欢瑞秋,喜欢菲比喜欢瑞秋,4
看到最后几集伤感起来了。,几集伤感,4
天 原来我喜欢的角色是：Kathy、Susan、Carol…能不能给她们拍个衍生剧啊…并不是每个女生穿上婚纱就会开心好嘛，我觉得这部剧在当下的语境里拍，会更好看。,天喜欢角色KathySusanCarol.拍个衍生剧.女生穿婚纱开心这部剧在语境里拍更好,4
莫妮卡和钱德勒终于开始了^_^。。。罗斯和瑞秋还是那么拧巴的让人蛋疼。。。。,莫妮卡钱德勒终于.罗斯瑞秋拧蛋疼,4
劲爆24集！钱德勒和莫妮卡终于在一起啦！,劲爆24集.钱德勒莫妮卡终于,4
Joey好像狗狗??????,Joey好像狗狗,4
感情线明显出来了越来越好看了！,感情线越来越好看,4
没想到Emily（《犯罪心理》）居然出现在第四季，小惊喜了一下~球衣造型sexy赞！,没想到Emily犯罪心理第四季惊喜球衣造型sexy赞,4
如果现在重看一次，肯定会发现里面有好多熟人~~,重看肯定发现好多熟人,4
"还是第一季第二季好看，一是服装真的好看，二是剧情更连贯，这一季真的被优酷剪得不成样子，理解大平台没有分级，但是这样看确实是看不下去。里面的女配角都挺好看的，特别艾米丽，这么好看又有意思的女生配给了ross,钱得乐胖胖瘦瘦的，能感觉出来他真人状况是有点问题的，monica其实也是，状态还是第一季最好，这一季好多黑嘴唇和发型和服装都看不懂。其他女生的服装审美也degrade很多。",第一季第二季好看一是服装真的好看二是剧情连贯一季真的优酷剪样子理解平台分级确实看不下去.女配角挺好看特别艾米丽好看有意思女生配给ross钱得乐胖胖瘦瘦的感觉真人状况monica状态第一季一季好多黑嘴唇发型服装看不懂.女生服装审美degrade,4
